dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression,score,rank_within_dataset_label_gene
Tabula Sapiens,cell_type,"naive thymus-derived CD8-positive, alpha-beta T cell","naive thymus-derived cd8-positive, alpha-beta t cell",ADORA3,1056,0.0,0.0,0.0,120
Tabula Sapiens,cell_type,"activated CD8-positive, alpha-beta T cell","activated cd8-positive, alpha-beta t cell",ADORA3,1147,0.0,0.0,0.0,121
Tabula Sapiens,cell_type,hematopoietic cell,hematopoietic cell,ADORA3,100,0.0,0.0,0.0,122
Tabula Sapiens,cell_type,interstitial cell of Cajal,interstitial cell of cajal,ADORA3,71,0.0,0.0,0.0,123
Tabula Sapiens,cell_type,regular atrial cardiac myocyte,regular atrial cardiac myocyte,ADORA3,5816,0.0,0.0,0.0,124
Tabula Sapiens,cell_type,endothelial cell of vascular tree,endothelial cell of vascular tree,ADORA3,875,0.0,0.0,0.0,125
Tabula Sapiens,cell_type,multiciliated columnar cell of tracheobronchial tree,multiciliated columnar cell of tracheobronchial tree,ADORA3,713,0.0,0.0,0.0,126
Tabula Sapiens,cell_type,supporting cell of vestibular epithelium,supporting cell of vestibular epithelium,ADORA3,270,0.0,0.0,0.0,127
Tabula Sapiens,cell_type,connective tissue cell,connective tissue cell,ADORA3,152,0.0,0.0,0.0,128
Tabula Sapiens,cell_type,keratocyte,keratocyte,ADORA3,1001,0.0,0.0,0.0,129
Tabula Sapiens,cell_type,myometrial cell,myometrial cell,ADORA3,917,0.0,0.0,0.0,130
Tabula Sapiens,cell_type,respiratory tract goblet cell,respiratory tract goblet cell,ADORA3,1040,0.0,0.0,0.0,131
Tabula Sapiens,cell_type,peritubular myoid cell,peritubular myoid cell,ADORA3,67,0.0,0.0,0.0,132
Tabula Sapiens,cell_type,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA3,67,0.0,0.0,0.0,133
Tabula Sapiens,cell_type,bronchial smooth muscle cell,bronchial smooth muscle cell,ADORA3,220,0.0,0.0,0.0,134
Tabula Sapiens,cell_type,tongue muscle cell,tongue muscle cell,ADORA3,202,0.0,0.0,0.0,135
Tabula Sapiens,cell_type,ionocyte,ionocyte,ADORA3,160,0.0,0.0,0.0,136
Tabula Sapiens,cell_type,mural cell,mural cell,ADORA3,618,0.0,0.0,0.0,137
Tabula Sapiens,cell_type,enteroendocrine cell of small intestine,enteroendocrine cell of small intestine,ADORA3,264,0.0,0.0,0.0,138
Tabula Sapiens,cell_type,paneth cell of colon,paneth cell of colon,ADORA3,217,0.0,0.0,0.0,139
Tabula Sapiens,cell_type,transit amplifying cell of colon,transit amplifying cell of colon,ADORA3,237,0.0,0.0,0.0,140
Tabula Sapiens,cell_type,tuft cell of colon,tuft cell of colon,ADORA3,178,0.0,0.0,0.0,141
Tabula Sapiens,cell_type,myo-medullary thymic epithelial cell,myo-medullary thymic epithelial cell,ADORA3,77,0.0,0.0,0.0,142
Tabula Sapiens,cell_type,neuro-medullary thymic epithelial cell,neuro-medullary thymic epithelial cell,ADORA3,135,0.0,0.0,0.0,143
Tabula Sapiens,cell_type,progenitor cell of mammary luminal epithelium,progenitor cell of mammary luminal epithelium,ADORA3,1694,0.0,0.0,0.0,144
Tabula Sapiens,cell_type,blood vessel smooth muscle cell,blood vessel smooth muscle cell,ADORA3,6642,0.0,0.0,0.0,145
Tabula Sapiens,cell_type,intestinal tuft cell,intestinal tuft cell,ADORA3,448,0.0,0.0,0.0,146
Tabula Sapiens,cell_type,large intestine goblet cell,large intestine goblet cell,ADORA3,1557,0.0,0.0,0.0,147
Tabula Sapiens,cell_type,serous cell of epithelium of trachea,serous cell of epithelium of trachea,ADORA3,326,0.0,0.0,0.0,148
Tabula Sapiens,cell_type,enterocyte of epithelium proper of duodenum,enterocyte of epithelium proper of duodenum,ADORA3,13495,0.0,0.0,0.0,149
Tabula Sapiens,cell_type,enterocyte of epithelium proper of jejunum,enterocyte of epithelium proper of jejunum,ADORA3,405,0.0,0.0,0.0,150
Tabula Sapiens,cell_type,paneth cell of epithelium of small intestine,paneth cell of epithelium of small intestine,ADORA3,1853,0.0,0.0,0.0,151
Tabula Sapiens,cell_type,endothelial cell of venule,endothelial cell of venule,ADORA3,52,0.0,0.0,0.0,152
Tabula Sapiens,cell_type,small intestine goblet cell,small intestine goblet cell,ADORA3,2044,0.0,0.0,0.0,153
Tabula Sapiens,cell_type,colon endothelial cell,colon endothelial cell,ADORA3,348,0.0,0.0,0.0,154
Tabula Sapiens,cell_type,ovarian surface epithelial cell,ovarian surface epithelial cell,ADORA3,241,0.0,0.0,0.0,155
Tabula Sapiens,cell_type,BEST4+ enterocyte,best4+ enterocyte,ADORA3,1970,0.0,0.0,0.0,156
Tabula Sapiens,tissue_in_publication,Pancreas,pancreas,ADORA1,14140,13.910891089108912,0.06363347917795181,0.8581747945579065,1
Tabula Sapiens,tissue_in_publication,Heart,heart,ADORA1,25832,3.236296066893775,0.015903078019618988,0.05106211414948241,2
Tabula Sapiens,tissue_in_publication,Mammary,mammary,ADORA1,30936,3.009438841479183,0.01708635874092579,0.05098599905516011,3
Tabula Sapiens,tissue_in_publication,Ear,ear,ADORA1,3055,2.7823240589198037,0.01793508045375347,0.049458994345798486,4
Tabula Sapiens,tissue_in_publication,Kidney,kidney,ADORA1,11376,1.3888888888888888,0.009640157222747803,0.013324982490139728,5
Tabula Sapiens,tissue_in_publication,Lung,lung,ADORA1,65847,1.5581575470408675,0.006338665261864662,0.009845468412399866,6
Tabula Sapiens,tissue_in_publication,Testis,testis,ADORA1,7513,1.211233861307068,0.008030264638364315,0.00968768296760201,7
Tabula Sapiens,tissue_in_publication,Salivary_Gland,salivary_gland,ADORA1,39821,1.3259335526481002,0.005564575549215078,0.007357804829781135,8
Tabula Sapiens,tissue_in_publication,Liver,liver,ADORA1,22214,0.8373098046277122,0.00558747723698616,0.004665427592484612,9
Tabula Sapiens,tissue_in_publication,Uterus,uterus,ADORA1,22029,0.6264469562848972,0.003901124931871891,0.002439093323086992,10
Tabula Sapiens,tissue_in_publication,Trachea,trachea,ADORA1,22671,0.6131180803669887,0.0032295009586960077,0.0019768749839229115,11
Tabula Sapiens,tissue_in_publication,Spleen,spleen,ADORA1,70448,0.5422439245968658,0.0029598777182400227,0.0016026051209613761,12
Tabula Sapiens,tissue_in_publication,Eye,eye,ADORA1,34273,0.4930995244069676,0.0031315148808062077,0.0015417357720784175,13
Tabula Sapiens,tissue_in_publication,Tongue,tongue,ADORA1,38754,0.46446818392940087,0.0025405772030353546,0.0011785208511185953,14
Tabula Sapiens,tissue_in_publication,Vasculature,vasculature,ADORA1,42650,0.4501758499413834,0.0019362900638952851,0.0008708282090569039,15
Tabula Sapiens,tissue_in_publication,Bone_Marrow,bone_marrow,ADORA1,27112,0.3245795219828858,0.0022535743191838264,0.000730641107127209,16
Tabula Sapiens,tissue_in_publication,Large_Intestine,large_intestine,ADORA1,30084,0.31578247573460977,0.0020560864359140396,0.0006486094947297811,17
Tabula Sapiens,tissue_in_publication,Bladder,bladder,ADORA1,66385,0.3268810725314453,0.0018605692312121391,0.0006076197816038157,18
Tabula Sapiens,tissue_in_publication,Stomach,stomach,ADORA1,33064,0.25707718364384224,0.0016365828923881054,0.0004203842177185349,19
Tabula Sapiens,tissue_in_publication,Muscle,muscle,ADORA1,46772,0.2522876934918327,0.0015857114922255278,0.0003997386435315259,20
Tabula Sapiens,tissue_in_publication,Prostate,prostate,ADORA1,21030,0.25677603423680456,0.001399913802742958,0.0003592129395887702,21
Tabula Sapiens,tissue_in_publication,Fat,fat,ADORA1,94415,0.2425462055817402,0.0012416308745741844,0.00030096605163145866,22
Tabula Sapiens,tissue_in_publication,Thymus,thymus,ADORA1,42729,0.2293524304336633,0.0012707384303212166,0.00029126192774587694,23
Tabula Sapiens,tissue_in_publication,Small_Intestine,small_intestine,ADORA1,42036,0.20220763155390617,0.0008852959144860506,0.00017893439682880254,24
Tabula Sapiens,tissue_in_publication,Ovary,ovary,ADORA1,48951,0.17772874915732056,0.0009246072149835527,0.000164253360555989,25
Tabula Sapiens,tissue_in_publication,Skin,skin,ADORA1,17786,0.15180479028449342,0.0007621601107530296,0.00011565548737297882,26
Tabula Sapiens,tissue_in_publication,Blood,blood,ADORA1,85233,0.11967195804441942,0.0008555850363336504,0.00010234576006177477,27
Tabula Sapiens,tissue_in_publication,Lymph_Node,lymph_node,ADORA1,129062,0.09530303265097395,0.0005796891055069864,5.523012314538155e-05,28
Tabula Sapiens,tissue_in_publication,Thymus,thymus,ADORA2A,42729,1.2918626693814506,0.009906958788633347,0.01273544909178786,1
Tabula Sapiens,tissue_in_publication,Bone_Marrow,bone_marrow,ADORA2A,27112,1.0179994098554146,0.0075180260464549065,0.007624720433690322,2
Tabula Sapiens,tissue_in_publication,Spleen,spleen,ADORA2A,70448,0.9098909834203951,0.006661408115178347,0.00604105647448064,3
Tabula Sapiens,tissue_in_publication,Lymph_Node,lymph_node,ADORA2A,129062,0.6190823015294974,0.0054963016882538795,0.0033933461910307466,4
Tabula Sapiens,tissue_in_publication,Skin,skin,ADORA2A,17786,0.5791071629371415,0.0017867167480289936,0.001033777208167624,5
Tabula Sapiens,tissue_in_publication,Trachea,trachea,ADORA2A,22671,0.2470116007233911,0.002147418214008212,0.0005298684892438363,6
Tabula Sapiens,tissue_in_publication,Blood,blood,ADORA2A,85233,0.24051717057947036,0.0021087354980409145,0.000506653084366786,7
Tabula Sapiens,tissue_in_publication,Liver,liver,ADORA2A,22214,0.21157828396506706,0.0010575474007055163,0.00022363583233836023,8
Tabula Sapiens,tissue_in_publication,Uterus,uterus,ADORA2A,22029,0.13164465023378275,0.0007704809540882707,0.00010139064094772637,9
Tabula Sapiens,tissue_in_publication,Large_Intestine,large_intestine,ADORA2A,30084,0.11634091211275097,0.00042939031845889986,4.9944939132456095e-05,10
Tabula Sapiens,tissue_in_publication,Salivary_Gland,salivary_gland,ADORA2A,39821,0.10044951156425001,0.00039375395863316953,3.9544607909061346e-05,11
Tabula Sapiens,tissue_in_publication,Small_Intestine,small_intestine,ADORA2A,42036,0.10229327243315253,0.00034466260694898665,3.5250591518666754e-05,12
Tabula Sapiens,tissue_in_publication,Muscle,muscle,ADORA2A,46772,0.09621140853502096,0.00030723505187779665,2.9554977162469306e-05,13
Tabula Sapiens,tissue_in_publication,Fat,fat,ADORA2A,94415,0.06672668537838268,0.0004234947555232793,2.825241935764395e-05,14
Tabula Sapiens,tissue_in_publication,Bladder,bladder,ADORA2A,66385,0.08285004142502071,0.00032073742477223277,2.6568848344665794e-05,15
Tabula Sapiens,tissue_in_publication,Ovary,ovary,ADORA2A,48951,0.13278584707156135,0.00019117705232929438,2.538318057067217e-05,16
Tabula Sapiens,tissue_in_publication,Testis,testis,ADORA2A,7513,0.10648209769732464,0.0002353334566578269,2.5055851998780636e-05,17
Tabula Sapiens,tissue_in_publication,Vasculature,vasculature,ADORA2A,42650,0.06096131301289566,0.00029031839221715927,1.769562182338358e-05,18
Tabula Sapiens,tissue_in_publication,Eye,eye,ADORA2A,34273,0.06419047063285968,0.000266819290118292,1.7124971271863617e-05,19
Tabula Sapiens,tissue_in_publication,Stomach,stomach,ADORA2A,33064,0.06048874909266877,0.00024729533470235765,1.4956736163274503e-05,20
Tabula Sapiens,tissue_in_publication,Heart,heart,ADORA2A,25832,0.04645401052957572,0.000258805463090539,1.2020996224861008e-05,21
Tabula Sapiens,tissue_in_publication,Lung,lung,ADORA2A,65847,0.06530289914498763,0.00015666999388486147,1.0230203447676947e-05,22
Tabula Sapiens,tissue_in_publication,Pancreas,pancreas,ADORA2A,14140,0.03536067892503536,0.0002817433560267091,9.961233161975489e-06,23
Tabula Sapiens,tissue_in_publication,Kidney,kidney,ADORA2A,11376,0.043952180028129395,0.0002127609623130411,9.350313462963826e-06,24
Tabula Sapiens,tissue_in_publication,Tongue,tongue,ADORA2A,38754,0.036125303194508955,0.00023351219715550542,8.434714155863956e-06,25
Tabula Sapiens,tissue_in_publication,Prostate,prostate,ADORA2A,21030,0.028530670470756064,0.00018566536891739815,5.2966657699255184e-06,26
Tabula Sapiens,tissue_in_publication,Mammary,mammary,ADORA2A,30936,0.02585983966899405,0.00011440761591074988,2.958393376224003e-06,27
Tabula Sapiens,tissue_in_publication,Ear,ear,ADORA2A,3055,0.0,0.0,0.0,28
Tabula Sapiens,tissue_in_publication,Trachea,trachea,ADORA2B,22671,17.89951920956288,0.1455458104610443,2.432208396353273,1
Tabula Sapiens,tissue_in_publication,Tongue,tongue,ADORA2B,38754,19.90762243897404,0.11405352503061295,2.1501265032511006,2
Tabula Sapiens,tissue_in_publication,Bladder,bladder,ADORA2B,66385,15.175114860284703,0.079586461186409,1.162080879039052,3
Tabula Sapiens,tissue_in_publication,Lung,lung,ADORA2B,65847,11.103011526721035,0.051910754293203354,0.5619042761593199,4
Tabula Sapiens,tissue_in_publication,Mammary,mammary,ADORA2B,30936,8.8085078872511,0.05655901879072189,0.48462136981439335,5
Tabula Sapiens,tissue_in_publication,Eye,eye,ADORA2B,34273,7.218510197531584,0.044600557535886765,0.314976593933767,6
Tabula Sapiens,tissue_in_publication,Ear,ear,ADORA2B,3055,5.466448445171849,0.03052666038274765,0.16437606277262026,7
Tabula Sapiens,tissue_in_publication,Large_Intestine,large_intestine,ADORA2B,30084,3.8093338651775026,0.027242055162787437,0.1023857315834602,8
Tabula Sapiens,tissue_in_publication,Pancreas,pancreas,ADORA2B,14140,4.335219236209335,0.022869665175676346,0.09802829961680012,9
Tabula Sapiens,tissue_in_publication,Heart,heart,ADORA2B,25832,3.8324558686899968,0.02548900432884693,0.0964612900934463,10
Tabula Sapiens,tissue_in_publication,Liver,liver,ADORA2B,22214,3.0386242909876655,0.028106244280934334,0.08422614436098293,11
Tabula Sapiens,tissue_in_publication,Stomach,stomach,ADORA2B,33064,2.4135010887974837,0.018465133383870125,0.0441591603960212,12
Tabula Sapiens,tissue_in_publication,Bone_Marrow,bone_marrow,ADORA2B,27112,2.9912953673650042,0.013323778286576271,0.03959217939546883,13
Tabula Sapiens,tissue_in_publication,Skin,skin,ADORA2B,17786,1.8385246823344203,0.015024157240986824,0.027416838358716212,14
Tabula Sapiens,tissue_in_publication,Prostate,prostate,ADORA2B,21030,2.1445553970518305,0.0106502128764987,0.022719202941940568,15
Tabula Sapiens,tissue_in_publication,Muscle,muscle,ADORA2B,46772,1.7403574788334901,0.012619529850780964,0.021825069922856502,16
Tabula Sapiens,tissue_in_publication,Blood,blood,ADORA2B,85233,1.892459493388711,0.010530035942792892,0.019823477732797207,17
Tabula Sapiens,tissue_in_publication,Vasculature,vasculature,ADORA2B,42650,1.81242672919109,0.008611886762082577,0.015541588199136334,18
Tabula Sapiens,tissue_in_publication,Uterus,uterus,ADORA2B,22029,1.4844069181533435,0.009892888367176056,0.014612908589730664,19
Tabula Sapiens,tissue_in_publication,Spleen,spleen,ADORA2B,70448,1.5003974562798092,0.009775117039680481,0.01459534081324216,20
Tabula Sapiens,tissue_in_publication,Testis,testis,ADORA2B,7513,1.610541727672035,0.008332937024533749,0.013364935225779454,21
Tabula Sapiens,tissue_in_publication,Salivary_Gland,salivary_gland,ADORA2B,39821,1.5419000025112377,0.006930853705853224,0.01064981966021714,22
Tabula Sapiens,tissue_in_publication,Fat,fat,ADORA2B,94415,1.2243817190065138,0.007105891592800617,0.008669557645875625,23
Tabula Sapiens,tissue_in_publication,Thymus,thymus,ADORA2B,42729,0.8869854197383511,0.00558813801035285,0.0049427992432096324,24
Tabula Sapiens,tissue_in_publication,Small_Intestine,small_intestine,ADORA2B,42036,0.6851270339708821,0.004031495191156864,0.002756533592801109,25
Tabula Sapiens,tissue_in_publication,Kidney,kidney,ADORA2B,11376,0.5537974683544303,0.004425148479640484,0.0024452297541439623,26
Tabula Sapiens,tissue_in_publication,Lymph_Node,lymph_node,ADORA2B,129062,0.5369512327408532,0.00408356124535203,0.002188208437669658,27
Tabula Sapiens,tissue_in_publication,Ovary,ovary,ADORA2B,48951,0.34728606157177583,0.0017566327005624771,0.0006095188584255286,28
Tabula Sapiens,tissue_in_publication,Vasculature,vasculature,ADORA3,42650,6.75029308323564,0.04341210424900055,0.28686188804837337,1
Tabula Sapiens,tissue_in_publication,Pancreas,pancreas,ADORA3,14140,5.042432814710042,0.03676437586545944,0.18205545510461008,2
Tabula Sapiens,tissue_in_publication,Lung,lung,ADORA3,65847,4.73977554026759,0.034247878938913345,0.15960945548064429,3
Tabula Sapiens,tissue_in_publication,Fat,fat,ADORA3,94415,4.200603717629614,0.03005874715745449,0.1244043937017666,4
Tabula Sapiens,tissue_in_publication,Prostate,prostate,ADORA3,21030,3.518782691393248,0.03129487484693527,0.10843189641031001,5
Tabula Sapiens,tissue_in_publication,Salivary_Gland,salivary_gland,ADORA3,39821,3.568468898319982,0.030179357156157494,0.10610100114495577,6
Tabula Sapiens,tissue_in_publication,Stomach,stomach,ADORA3,33064,3.568836196467457,0.028176112100481987,0.0991653514607295,7
Tabula Sapiens,tissue_in_publication,Liver,liver,ADORA3,22214,3.4752858557666335,0.027123361825942993,0.09300574727080275,8
Tabula Sapiens,tissue_in_publication,Ear,ear,ADORA3,3055,3.6661211129296234,0.02246556058526039,0.08144994436327403,9
Tabula Sapiens,tissue_in_publication,Testis,testis,ADORA3,7513,3.2876347664048984,0.019650978967547417,0.06397865886537461,10
Tabula Sapiens,tissue_in_publication,Bladder,bladder,ADORA3,66385,1.9025382239963848,0.015024011954665184,0.02837116237283319,11
Tabula Sapiens,tissue_in_publication,Skin,skin,ADORA3,17786,1.1357247273136175,0.013642587698996067,0.015389485071349535,12
Tabula Sapiens,tissue_in_publication,Blood,blood,ADORA3,85233,1.619091197071557,0.009165345691144466,0.014771938502002169,13
Tabula Sapiens,tissue_in_publication,Heart,heart,ADORA3,25832,1.2310312790337568,0.01129932701587677,0.013831826164145912,14
Tabula Sapiens,tissue_in_publication,Spleen,spleen,ADORA3,70448,1.4038723597547127,0.007249722257256508,0.01014096934317047,15
Tabula Sapiens,tissue_in_publication,Eye,eye,ADORA3,34273,1.0416362734514049,0.009683400392532349,0.010038057892476786,16
Tabula Sapiens,tissue_in_publication,Bone_Marrow,bone_marrow,ADORA3,27112,1.1729123635290646,0.006932949647307396,0.00810368348939219,17
Tabula Sapiens,tissue_in_publication,Muscle,muscle,ADORA3,46772,0.9450098349439835,0.006810782011598349,0.006414437029784027,18
Tabula Sapiens,tissue_in_publication,Large_Intestine,large_intestine,ADORA3,30084,0.7046935247972343,0.005672149360179901,0.00398583346068964,19
Tabula Sapiens,tissue_in_publication,Tongue,tongue,ADORA3,38754,0.61671053310626,0.00500343507155776,0.0030779772858453443,20
Tabula Sapiens,tissue_in_publication,Thymus,thymus,ADORA3,42729,0.620187694540008,0.0037487533409148455,0.0023205837563907952,21
Tabula Sapiens,tissue_in_publication,Lymph_Node,lymph_node,ADORA3,129062,0.49898498396119695,0.0032240641303360462,0.0016061717770120137,22
Tabula Sapiens,tissue_in_publication,Uterus,uterus,ADORA3,22029,0.45848654046938125,0.002938368823379278,0.0013452271361884065,23
